date,Mkt-RF,SMB,HML,RF
2014-03-12,0.13,0.27,-0.15,0
2014-03-13,-1.21,-0.13,0.34,0
2014-03-14,-0.16,0.65,0.04,0
2014-03-17,0.9,-0.36,-0.03,0
2014-03-18,0.82,0.73,-0.45,0
2014-03-19,-0.59,-0.15,0.53,0
2014-03-20,0.52,-0.44,0.78,0
2014-03-21,-0.37,-0.24,0.92,0
2014-03-24,-0.64,-0.86,0.97,0
2014-03-25,0.3,-0.33,0.15,0
2014-03-26,-0.89,-1.17,0.31,0
2014-03-27,-0.19,-0.14,-0.27,0
2014-03-28,0.41,-0.43,0.52,0
2014-03-31,0.97,0.98,-0.17,0
2014-04-01,0.87,0.72,-0.51,0
2014-04-02,0.29,0.05,0.21,0
2014-04-03,-0.31,-0.85,0.73,0
2014-04-04,-1.47,-1.13,0.81,0
2014-04-07,-1.26,-0.28,0.03,0
2014-04-08,0.5,0.31,-0.19,0
2014-04-09,1.2,0.31,-0.89,0
2014-04-10,-2.24,-0.7,0.98,0
2014-04-11,-1.07,-0.38,0.3,0
2014-04-14,0.7,-0.51,0.21,0
2014-04-15,0.59,-0.36,0.23,0
2014-04-16,1.13,0,-0.36,0
2014-04-17,0.23,0.32,0.22,0
2014-04-21,0.36,0.18,-0.44,0
2014-04-22,0.58,0.69,-0.37,0
2014-04-23,-0.31,-0.58,0.85,0
2014-04-24,0.08,-0.4,-0.09,0
2014-04-25,-1.05,-0.94,0.61,0
2014-04-28,0.11,-0.64,-0.46,0
2014-04-29,0.56,-0.23,-0.23,0
2014-04-30,0.35,0.24,-0.03,0
2014-05-01,0.04,-0.17,-0.18,0
2014-05-02,-0.07,0.26,0.2,0
2014-05-05,0.13,-0.3,-0.47,0
2014-05-06,-1.03,-0.54,0.19,0
2014-05-07,0.45,-0.77,1.26,0
2014-05-08,-0.26,-0.98,0.24,0
2014-05-09,0.25,0.68,-0.47,0
2014-05-12,1.2,1.42,-0.42,0
2014-05-13,-0.05,-1.06,0.25,0
2014-05-14,-0.6,-1.13,-0.29,0
2014-05-15,-0.9,0.33,-0.22,0
2014-05-16,0.36,0.24,-0.43,0
2014-05-19,0.5,0.63,-0.13,0
2014-05-20,-0.78,-0.81,0.28,0
2014-05-21,0.81,-0.25,-0.04,0
2014-05-22,0.36,0.6,-0.23,0
2014-05-23,0.49,0.62,-0.29,0
2014-05-27,0.69,0.68,-0.18,0
2014-05-28,-0.11,-0.34,0.38,0
2014-05-29,0.54,-0.21,-0.1,0
2014-05-30,0.06,-0.64,0.26,0
2014-06-02,0.06,-0.67,0.36,0
2014-06-03,-0.05,-0.25,0.23,0
2014-06-04,0.28,0.22,-0.13,0
2014-06-05,0.77,1.29,-0.18,0
2014-06-06,0.54,0.46,-0.04,0
2014-06-09,0.22,1.01,-0.36,0
2014-06-10,-0.03,-0.18,-0.01,0
2014-06-11,-0.34,-0.12,-0.33,0
2014-06-12,-0.68,0.08,0.23,0
2014-06-13,0.31,-0.08,-0.11,0
2014-06-16,0.13,0.37,-0.58,0
2014-06-17,0.34,0.57,0.38,0
2014-06-18,0.75,-0.29,0,0
2014-06-19,0.12,-0.17,0.06,0
2014-06-20,0.18,0.19,-0.07,0
2014-06-23,-0.01,-0.25,0.07,0
2014-06-24,-0.72,-0.33,-0.18,0
2014-06-25,0.53,0.36,0.01,0
2014-06-26,-0.11,-0.08,0.1,0
2014-06-27,0.26,0.48,-0.23,0
2014-06-30,0.07,0.24,0.24,0
2014-07-01,0.74,0.49,-0.48,0
2014-07-02,-0.03,-0.45,-0.2,0
2014-07-03,0.59,0.21,0.02,0
2014-07-07,-0.62,-1.26,0.41,0
2014-07-08,-0.82,-0.65,0.79,0
2014-07-09,0.46,-0.4,-0.11,0
2014-07-10,-0.49,-0.6,0.07,0
2014-07-11,0.12,-0.24,-0.36,0
2014-07-14,0.46,0,-0.14,0
2014-07-15,-0.32,-0.93,0.98,0
2014-07-16,0.32,-0.65,0.48,0
2014-07-17,-1.21,-0.37,0.14,0
2014-07-18,1.12,0.49,-0.55,0
2014-07-21,-0.25,-0.23,0.03,0
2014-07-22,0.53,0.25,-0.28,0
2014-07-23,0.19,0.12,-0.58,0
2014-07-24,0.05,-0.27,-0.08,0
2014-07-25,-0.53,-0.34,0.13,0
2014-07-28,-0.08,-0.46,0.3,0
2014-07-29,-0.33,0.67,-0.56,0
2014-07-30,0.12,0.44,-0.5,0
2014-07-31,-2.03,-0.16,0.48,0
2014-08-01,-0.32,-0.18,-0.03,0
2014-08-04,0.74,0,-0.25,0
2014-08-05,-0.84,0.78,-0.32,0
2014-08-06,0.02,0.44,-0.06,0
2014-08-07,-0.52,-0.03,0,0
2014-08-08,1.13,-0.22,-0.02,0
2014-08-11,0.4,0.59,-0.3,0
2014-08-12,-0.23,-0.58,0.27,0
2014-08-13,0.69,-0.08,-0.26,0
2014-08-14,0.44,-0.21,0.04,0
2014-08-15,0,-0.16,-0.05,0
2014-08-18,0.93,0.61,-0.32,0
2014-08-19,0.49,-0.11,-0.07,0
2014-08-20,0.19,-0.66,0.2,0
2014-08-21,0.28,-0.11,0.69,0
2014-08-22,-0.1,0.31,-0.39,0
2014-08-25,0.5,-0.23,0.05,0
2014-08-26,0.19,0.7,-0.39,0
2014-08-27,0,-0.25,0.26,0
2014-08-28,-0.19,-0.42,0.13,0
2014-08-29,0.39,0.28,0.07,0
2014-09-02,0.06,0.47,-0.21,0
2014-09-03,-0.14,-0.56,0.29,0
2014-09-04,-0.17,-0.14,-0.2,0
2014-09-05,0.45,-0.28,-0.02,0
2014-09-08,-0.22,0.52,-0.54,0
2014-09-09,-0.72,-0.42,0.03,0
2014-09-10,0.45,0.21,-0.48,0
2014-09-11,0.19,0.47,0.22,0
2014-09-12,-0.55,-0.2,-0.05,0
2014-09-15,-0.28,-1.04,0.68,0
2014-09-16,0.7,-0.4,-0.12,0
2014-09-17,0.17,0.06,-0.22,0
2014-09-18,0.5,0.03,-0.17,0
2014-09-19,-0.18,-0.96,0.12,0
2014-09-22,-0.97,-0.55,0.09,0
2014-09-23,-0.62,-0.31,-0.02,0
2014-09-24,0.81,0.06,-0.91,0
2014-09-25,-1.62,0.09,0.18,0
2014-09-26,0.85,-0.05,-0.25,0
2014-09-29,-0.22,0.15,-0.42,0
2014-09-30,-0.4,-0.98,0.07,0
2014-10-01,-1.39,-0.13,0.32,0
2014-10-02,0.15,1,-0.41,0
2014-10-03,1.08,-0.39,-0.43,0
2014-10-06,-0.26,-0.76,0.39,0
2014-10-07,-1.56,-0.12,0.24,0
2014-10-08,1.7,0.03,-0.13,0
2014-10-09,-2.17,-0.4,-0.43,0
2014-10-10,-1.3,-0.12,0.61,0
2014-10-13,-1.59,1.37,0.48,0
2014-10-14,0.28,0.82,0.07,0
2014-10-15,-0.53,1.73,-1.19,0
2014-10-16,0.23,1.05,0.22,0
2014-10-17,1.14,-1.55,-0.2,0
2014-10-20,0.94,0.18,-0.22,0
2014-10-21,1.98,-0.41,0.03,0
2014-10-22,-0.85,-0.53,0.09,0
2014-10-23,1.29,0.5,-0.52,0
2014-10-24,0.66,-0.44,-0.19,0
2014-10-27,-0.17,0.12,-0.34,0
2014-10-28,1.37,1.56,-0.01,0
2014-10-29,-0.18,0.01,0.33,0
2014-10-30,0.6,0.29,-0.49,0
2014-10-31,1.23,0.27,0.13,0
2014-11-03,-0.01,-0.25,-0.09,0
2014-11-04,-0.35,-0.01,-0.3,0
2014-11-05,0.48,-0.54,0.89,0
2014-11-06,0.49,0.07,-0.5,0
2014-11-07,0.09,0,0.55,0
2014-11-10,0.33,0.17,-0.54,0
2014-11-11,0.1,0,-0.22,0
2014-11-12,0.07,0.77,-0.34,0
2014-11-13,-0.03,-0.91,-0.39,0
2014-11-14,0.06,-0.15,0.18,0
2014-11-17,-0.05,-0.95,0.3,0
2014-11-18,0.51,0.02,-0.37,0
2014-11-19,-0.21,-0.93,-0.02,0
2014-11-20,0.31,0.87,0.01,0
2014-11-21,0.48,-0.39,-0.05,0
2014-11-24,0.4,0.94,-0.65,0
2014-11-25,-0.09,0.06,-0.09,0
2014-11-26,0.3,0.09,-0.46,0
2014-11-28,-0.34,-0.87,-1.27,0
2014-12-01,-0.9,-0.93,0.6,0
2014-12-02,0.65,0.42,-0.09,0
2014-12-03,0.46,0.44,0.29,0
2014-12-04,-0.17,-0.28,0.01,0
2014-12-05,0.25,0.6,0.03,0
2014-12-08,-0.82,-0.53,0.14,0
2014-12-09,0.13,1.73,-0.33,0
2014-12-10,-1.72,-0.58,-0.11,0
2014-12-11,0.5,-0.09,-0.19,0
2014-12-12,-1.55,0.48,-0.63,0
2014-12-15,-0.68,-0.27,0.1,0
2014-12-16,-0.8,0.61,0.66,0
2014-12-17,2.15,0.79,-0.03,0
2014-12-18,2.36,-0.88,-0.18,0
2014-12-19,0.43,-0.25,0.38,0
2014-12-22,0.37,0.18,-0.18,0
2014-12-23,0.21,-0.26,1.12,0
2014-12-24,0.07,0.36,-0.17,0
2014-12-26,0.39,0.35,-0.25,0
2014-12-29,0.13,0.19,0.62,0
2014-12-30,-0.48,0.06,0.23,0
2014-12-31,-0.93,0.48,-0.44,0
2015-01-02,-0.11,-0.59,0.17,0
2015-01-05,-1.84,0.35,-0.74,0
2015-01-06,-1.04,-0.79,-0.15,0
2015-01-07,1.19,0.17,-0.64,0
2015-01-08,1.81,-0.12,-0.32,0
2015-01-09,-0.85,-0.01,-0.4,0
2015-01-12,-0.79,0.37,-0.37,0
2015-01-13,-0.19,0.29,0.02,0
2015-01-14,-0.6,0.27,-0.35,0
2015-01-15,-1.08,-0.95,0.68,0
2015-01-16,1.36,0.44,-0.17,0
2015-01-20,0.11,-0.67,-0.46,0
2015-01-21,0.42,-0.96,0.67,0
2015-01-22,1.58,0.48,0.16,0
2015-01-23,-0.47,0.48,-0.75,0
2015-01-26,0.43,0.56,-0.01,0
2015-01-27,-1.21,0.66,0.25,0
2015-01-28,-1.39,-0.06,-0.81,0
2015-01-29,0.98,0.24,-0.05,0
2015-01-30,-1.3,-0.76,0.12,0
2015-02-02,1.24,-0.47,0.99,0
2015-02-03,1.49,0.14,0.56,0
2015-02-04,-0.35,-0.07,-0.24,0
2015-02-05,1.1,0.47,-0.13,0
2015-02-06,-0.2,0.1,0.25,0
2015-02-09,-0.46,-0.38,0.1,0
2015-02-10,1.04,-0.32,-0.67,0
2015-02-11,0.03,-0.1,-0.34,0
2015-02-12,1,0.15,-0.15,0
2015-02-13,0.48,0.17,-0.32,0
2015-02-17,0.17,-0.01,-0.08,0
2015-02-18,0.03,0.24,-0.68,0
2015-02-19,-0.01,0.28,-0.48,0
2015-02-20,0.61,-0.41,-0.33,0
2015-02-23,-0.08,0.05,-0.37,0
2015-02-24,0.32,-0.05,0.65,0
2015-02-25,0.02,0.19,-0.48,0
2015-02-26,-0.08,0.67,-0.53,0
2015-02-27,-0.36,-0.21,0.27,0
2015-03-02,0.62,0.24,-0.66,0
2015-03-03,-0.43,-0.28,0.38,0
2015-03-04,-0.41,0.08,-0.39,0
2015-03-05,0.15,0.24,-0.44,0
2015-03-06,-1.29,0.29,0.31,0
2015-03-09,0.37,0.08,-0.1,0
2015-03-10,-1.63,0.41,-0.42,0
2015-03-11,-0.04,0.57,0.46,0
2015-03-12,1.28,0.43,0.37,0
2015-03-13,-0.57,0.2,-0.02,0
2015-03-16,1.23,-0.78,-0.43,0
2015-03-17,-0.2,0.56,-0.02,0
2015-03-18,1.08,-0.55,0.18,0
2015-03-19,-0.36,0.86,-1.17,0
2015-03-20,0.81,-0.14,0.51,0
2015-03-23,-0.19,0.23,0.23,0
2015-03-24,-0.51,0.59,-0.29,0
2015-03-25,-1.56,-0.95,1.15,0
2015-03-26,-0.22,0.12,-0.1,0
2015-03-27,0.32,0.47,-0.7,0
2015-03-30,1.24,0.01,-0.01,0
2015-03-31,-0.75,0.45,0.38,0
2015-04-01,-0.38,0.33,0.53,0
2015-04-02,0.35,-0.08,0.28,0
2015-04-06,0.61,-0.29,0,0
2015-04-07,-0.22,-0.18,-0.21,0
2015-04-08,0.37,0.52,-0.73,0
2015-04-09,0.41,-0.71,-0.03,0
2015-04-10,0.49,-0.07,-0.28,0
2015-04-13,-0.38,0.53,0.13,0
2015-04-14,0.11,-0.21,0.29,0
2015-04-15,0.57,0.23,0.33,0
2015-04-16,-0.08,-0.09,-0.26,0
2015-04-17,-1.23,-0.48,0.32,0
2015-04-20,0.95,0.16,-0.22,0
2015-04-21,-0.1,0.19,-0.81,0
2015-04-22,0.46,-0.36,0.13,0
2015-04-23,0.29,0.23,-0.13,0
2015-04-24,0.17,-0.46,-0.18,0
2015-04-27,-0.54,-0.68,0.5,0
2015-04-28,0.27,0.2,1.06,0
2015-04-29,-0.38,-0.71,0.71,0
2015-04-30,-1.11,-1.06,0.72,0
2015-05-01,1.01,-0.33,-0.6,0
2015-05-04,0.32,0.05,0.15,0
2015-05-05,-1.19,-0.1,0.34,0
2015-05-06,-0.31,0.62,-0.2,0
2015-05-07,0.39,0.03,-0.44,0
2015-05-08,1.21,-0.53,-0.2,0
2015-05-11,-0.39,0.68,-0.1,0
2015-05-12,-0.27,-0.01,0.11,0
2015-05-13,0.01,0.02,-0.07,0
2015-05-14,1.01,-0.1,-0.36,0
2015-05-15,0.05,-0.27,-0.01,0
2015-05-18,0.44,0.73,-0.08,0
2015-05-19,-0.09,-0.07,0.03,0
2015-05-20,-0.05,0.21,-0.09,0
2015-05-21,0.23,-0.32,0.08,0
2015-05-22,-0.22,-0.11,-0.14,0
2015-05-26,-1.01,-0.04,-0.01,0
2015-05-27,0.93,0.33,-0.38,0
2015-05-28,-0.12,0.12,0.07,0
2015-05-29,-0.58,0.03,0.06,0
2015-06-01,0.17,-0.04,-0.2,0
2015-06-02,-0.02,0.33,0.31,0
2015-06-03,0.39,0.87,-0.4,0
2015-06-04,-0.88,-0.14,0.02,0
2015-06-05,0.06,0.81,-0.05,0
2015-06-08,-0.66,0.02,0.05,0
2015-06-09,0.02,-0.27,0.24,0
2015-06-10,1.2,0.16,0.16,0
2015-06-11,0.21,-0.09,-0.12,0
2015-06-12,-0.63,0.32,0.1,0
2015-06-15,-0.45,0.13,-0.15,0
2015-06-16,0.57,0.11,-0.01,0
2015-06-17,0.16,-0.3,-0.53,0
2015-06-18,0.99,0.2,-0.42,0
2015-06-19,-0.43,0.54,-0.21,0
2015-06-22,0.63,0.1,-0.12,0
2015-06-23,0.12,0.22,0.29,0
2015-06-24,-0.79,-0.1,0.12,0
2015-06-25,-0.25,0.36,-0.2,0
2015-06-26,-0.06,-0.21,0.43,0
2015-06-29,-2.15,-0.43,0.34,0
2015-06-30,0.33,0.31,-0.7,0
2015-07-01,0.6,-0.73,-0.22,0
2015-07-02,-0.11,-0.6,0.12,0
2015-07-06,-0.37,0.14,-0.54,0
2015-07-07,0.53,-0.48,-0.06,0
2015-07-08,-1.68,-0.04,0.11,0
2015-07-09,0.28,0.2,-0.16,0
2015-07-10,1.24,0.21,-0.57,0
2015-07-13,1.14,-0.07,-0.51,0
2015-07-14,0.47,0.16,0.06,0
2015-07-15,-0.19,-0.78,-0.13,0
2015-07-16,0.78,-0.18,-0.59,0
2015-07-17,0.05,-0.61,-0.71,0
2015-07-20,-0.01,-0.73,-0.66,0
2015-07-21,-0.47,0.03,0.21,0
2015-07-22,-0.18,0.21,0.1,0
2015-07-23,-0.6,-0.36,-0.51,0
2015-07-24,-1.08,-0.62,0.03,0
2015-07-27,-0.74,-0.26,0.21,0
2015-07-28,1.23,-0.34,-0.1,0
2015-07-29,0.74,-0.34,0.54,0
2015-07-30,0.12,0.18,-0.3,0
2015-07-31,-0.15,0.77,-0.95,0
2015-08-03,-0.35,-0.34,-0.15,0
2015-08-04,-0.14,0.09,-0.3,0
2015-08-05,0.36,-0.04,-0.39,0
2015-08-06,-0.88,-0.49,2.06,0
2015-08-07,-0.36,-0.48,-0.37,0
2015-08-10,1.31,0.16,0.6,0
2015-08-11,-0.98,-0.11,0.57,0
2015-08-12,0.07,-0.11,-0.11,0
2015-08-13,-0.14,-0.42,-0.07,0
2015-08-14,0.43,0.15,0.43,0
2015-08-17,0.6,0.4,-0.82,0
2015-08-18,-0.35,-0.61,0.39,0
2015-08-19,-0.85,-0.14,-0.19,0
2015-08-20,-2.24,-0.28,0.75,0
2015-08-21,-2.95,1.79,0.2,0
2015-08-24,-3.9,0.32,-0.38,0
2015-08-25,-1.17,0.72,-0.79,0
2015-08-26,3.68,-1.35,-0.48,0
2015-08-27,2.4,-0.65,0.57,0
2015-08-28,0.23,0.96,0.07,0
2015-08-31,-0.74,0.81,1.4,0
2015-09-01,-2.91,0.28,-0.49,0
2015-09-02,1.81,-0.17,-1.05,0
2015-09-03,0.17,-0.31,0.71,0
2015-09-04,-1.39,0.85,-0.59,0
2015-09-08,2.52,-0.39,-0.64,0
2015-09-09,-1.34,0.16,0.13,0
2015-09-10,0.49,-0.1,-0.41,0
2015-09-11,0.44,-0.2,-0.7,0
2015-09-14,-0.41,0.03,-0.01,0
2015-09-15,1.22,-0.17,0.26,0
2015-09-16,0.84,0.03,0.53,0
2015-09-17,-0.17,0.8,-1.3,0
2015-09-18,-1.62,0.38,-0.83,0
2015-09-21,0.36,-0.88,1.19,0
2015-09-22,-1.29,-0.27,0.2,0
2015-09-23,-0.27,-0.18,-0.14,0
2015-09-24,-0.36,0.25,0.61,0
2015-09-25,-0.22,-1.57,1.9,0
2015-09-28,-2.63,-0.26,1.21,0
2015-09-29,-0.07,-0.71,0.71,0
2015-09-30,1.88,-0.46,-0.55,0
2015-10-01,0.13,-0.44,-0.06,0
2015-10-02,1.48,0.29,-0.7,0
2015-10-05,1.93,0.64,0.78,0
2015-10-06,-0.43,-0.17,1.64,0
2015-10-07,0.94,0.69,-0.37,0
2015-10-08,0.84,0.24,0.87,0
2015-10-09,0.12,0.16,-1.05,0
2015-10-12,0.06,-0.4,-0.09,0
2015-10-13,-0.74,-0.72,0.68,0
2015-10-14,-0.6,-0.29,0.23,0
2015-10-15,1.56,0.68,-0.26,0
2015-10-16,0.36,-0.5,-0.35,0
2015-10-19,0,0.16,-0.72,0
2015-10-20,-0.15,0.07,1.22,0
2015-10-21,-0.74,-0.91,-0.18,0
2015-10-22,1.5,-0.73,0.26,0
2015-10-23,1.09,0,-0.85,0
2015-10-26,-0.2,-0.31,-0.62,0
2015-10-27,-0.42,-0.88,-1.04,0
2015-10-28,1.43,1.49,0.37,0
2015-10-29,-0.2,-0.89,0.21,0
2015-10-30,-0.42,0.17,-0.27,0
2015-11-02,1.25,0.85,-0.16,0
2015-11-03,0.32,0.42,0.14,0
2015-11-04,-0.26,0.32,-0.35,0
2015-11-05,-0.08,0.06,0.38,0
2015-11-06,0.14,0.87,-0.28,0
2015-11-09,-0.95,-0.21,-0.01,0
2015-11-10,0.13,-0.02,0.31,0
2015-11-11,-0.43,-0.54,-0.07,0
2015-11-12,-1.45,-0.53,-0.49,0
2015-11-13,-1.06,0.32,0.37,0
2015-11-16,1.39,-0.59,0.57,0
2015-11-17,-0.11,-0.14,-0.72,0
2015-11-18,1.61,0.01,-0.15,0
2015-11-19,-0.13,-0.27,0.02,0
2015-11-20,0.36,0.4,-0.42,0
2015-11-23,-0.01,0.67,-0.39,0
2015-11-24,0.21,0.7,0.28,0
2015-11-25,0.09,0.85,-0.63,0
2015-11-27,0.09,0.19,-0.27,0
2015-11-30,-0.47,0.15,0.73,0
